Holdings details

Total Stock Market ETF (VTI)


Equity,as of 06/30/2021

,SEDOL,HOLDINGS,TICKER,% OF FUNDS*,SECTOR,COUNTRY,SECURITY DEPOSITORY RECEIPT TYPE,MARKET VALUE*,SHARES
,BN33VS1,Resonant Inc.,RESN,<0.01%,Communications Equipment,US,---,"$4,160,455.32","1,296,092"
,2447694,Lannett Co. Inc.,LCI,<0.01%,Pharmaceuticals,US,---,"$4,153,857.59","889,477"
,BYZ5XL9,Strongbridge Biopharma plc,SBBP,<0.01%,Pharmaceuticals,US,---,"$4,153,025.25","1,398,325"
,2647160,First Capital Inc.,FCAP,<0.01%,Regional Banks,US,---,"$4,139,969.44","95,479"
,2536882,LSB Industries Inc.,LXU,<0.01%,Diversified Chemicals,US,---,"$4,138,750.55","684,091"
,BK72V50,iMedia Brands Inc.,IMBI,<0.01%,Internet & Direct Marketing Retail,US,---,"$4,126,003.35","512,547"
,BPT3606,Intellicheck Inc.,IDN,<0.01%,Electronic Equipment & Instruments,US,---,"$4,125,589.74","492,902"
,BN7J798,BM Technologies Inc.,BMTX,<0.01%,Data Processing & Outsourced Services,US,---,"$4,124,755.68","331,572"
,BDT5LR0,UNITY Biotechnology Inc.,UBX,<0.01%,Biotechnology,US,---,"$4,108,260.64","885,401"
,BDVKHM0,Urban One Inc.,UONEK,<0.01%,Broadcasting,US,---,"$4,103,895.18","817,509"
,BVB39D0,County Bancorp Inc.,ICBK,<0.01%,Regional Banks,US,---,"$4,101,281.28","120,768"
,BJ848N5,Hepion Pharmaceuticals Inc.,HEPA,<0.01%,Pharmaceuticals,US,---,"$4,097,016.00","2,069,200"
,BR3HZM3,Tyme Technologies Inc.,TYME,<0.01%,Biotechnology,US,---,"$4,094,569.08","3,249,658"
,BNNL550,Lee Enterprises Inc.,LEE,<0.01%,Publishing,US,---,"$4,090,736.70","144,549"
,B4YD5Q3,ServiceSource International Inc.,SREV,<0.01%,IT Consulting & Other Services,US,---,"$4,088,056.71","2,899,331"
,2589110,Surgalign Holdings Inc.,SRGA,<0.01%,Health Care Supplies,US,---,"$4,082,007.44","2,936,696"
,BFY8WQ4,X4 Pharmaceuticals Inc.,XFOR,<0.01%,Biotechnology,US,---,"$4,067,901.50","625,831"
,2986153,Natural Gas Services Group Inc.,NGS,<0.01%,Oil & Gas Equipment & Services,US,---,"$4,060,147.68","394,956"
,B86PXS3,Malvern Bancorp Inc.,MLVF,<0.01%,Regional Banks,US,---,"$4,058,924.80","219,520"
,B5L94X1,Manning & Napier Inc.,MN,<0.01%,Asset Management & Custody Banks,US,---,"$4,045,951.26","514,098"
,BD0R8F2,Gaia Inc.,GAIA,<0.01%,Movies & Entertainment,US,---,"$4,034,648.80","367,120"
,BY7RB53,Voyager Therapeutics Inc.,VYGR,<0.01%,Biotechnology,US,---,"$4,029,930.10","975,770"
,B3DLY42,First Savings Financial Group Inc.,FSFG,<0.01%,Regional Banks,US,---,"$4,026,360.60","55,035"
,BJHG304,Westwater Resources Inc.,WWR,<0.01%,Electrical Components & Equipment,US,---,"$4,020,772.00","844,700"
,BN65XQ6,Matinas BioPharma Holdings Inc.,MTNB,<0.01%,Biotechnology,US,---,"$4,009,250.46","5,173,894"
,2318499,Enzo Biochem Inc.,ENZ,<0.01%,Health Care Services,US,---,"$4,008,594.97","1,264,541"
,BMCC9R7,SCYNEXIS Inc.,SCYX,<0.01%,Pharmaceuticals,US,---,"$3,997,907.84","543,194"
,BF257T5,Synlogic Inc.,SYBX,<0.01%,Biotechnology,US,---,"$3,991,120.55","1,025,995"
,BM8FWX7,Immunome Inc.,IMNM,<0.01%,Biotechnology,US,---,"$3,977,910.10","229,937"
,2680767,Pennsylvania Real Estate Investment Trust,PEI,<0.01%,Retail REITs,US,---,"$3,964,351.41","1,592,109"
,BQZJ3V5,MMA Capital Holdings Inc.,MMAC,<0.01%,Thrifts & Mortgage Finance,US,---,"$3,951,372.60","145,485"
,BNKTVH1,ACRES Commercial Realty Corp.,ACR,<0.01%,Mortgage REITs,US,---,"$3,937,028.70","245,145"
,2583725,Sharps Compliance Corp.,SMED,<0.01%,Health Care Services,US,---,"$3,925,021.00","381,070"
,BNBW7R1,NeuroPace Inc.,NPCE,<0.01%,Health Care Equipment,US,---,"$3,898,229.40","163,860"
,BM9FJ35,Akoya Biosciences Inc.,AKYA,<0.01%,Life Sciences Tools & Services,US,---,"$3,896,603.86","201,479"
,BJ4T016,Kaleido Biosciences Inc.,KLDO,<0.01%,Pharmaceuticals,US,---,"$3,896,491.68","523,722"
,2548597,Repro-Med Systems Inc.,KRMD,<0.01%,Health Care Equipment,US,---,"$3,896,126.48","841,496"
,BYQD7L0,J Alexander's Holdings Inc.,JAX,<0.01%,Restaurants,US,---,"$3,891,950.40","334,360"
,2367781,Evolution Petroleum Corp.,EPM,<0.01%,Oil & Gas Exploration & Production,US,---,"$3,888,163.84","783,904"
,BQXZNP9,Calithera Biosciences Inc.,CALA,<0.01%,Biotechnology,US,---,"$3,880,649.30","1,856,770"
,BYNS0T7,Abeona Therapeutics Inc.,ABEO,<0.01%,Biotechnology,US,---,"$3,863,093.52","2,476,342"
,2616085,Lantronix Inc.,LTRX,<0.01%,Communications Equipment,US,---,"$3,860,454.00","748,150"
,BGSPSG0,EVI Industries Inc.,EVI,<0.01%,Trading Companies & Distributors,US,---,"$3,847,092.40","135,461"
,B3YM983,Quad/Graphics Inc.,QUAD,<0.01%,Commercial Printing,US,---,"$3,846,863.25","926,955"
,BNGJR22,Vincerx Pharma Inc.,VINC,<0.01%,Biotechnology,US,---,"$3,846,611.79","296,121"
,BKDZ6W5,Karat Packaging Inc.,KRT,<0.01%,Trading Companies & Distributors,US,---,"$3,839,195.01","188,473"
,2025056,Plumas Bancorp,PLBC,<0.01%,Regional Banks,US,---,"$3,833,862.88","119,696"
,BMDH2B6,Viridian Therapeutics Inc.,VRDN,<0.01%,Biotechnology,US,---,"$3,830,913.66","209,454"
,BFMNZZ1,Genprex Inc.,GNPX,<0.01%,Biotechnology,US,---,"$3,830,055.00","1,143,300"
,BNCHP59,CASI Pharmaceuticals Inc.,CASI,<0.01%,Biotechnology,US,---,"$3,820,108.30","2,464,586"
,BFX1V23,Level One Bancorp Inc.,LEVL,<0.01%,Regional Banks,US,---,"$3,816,512.70","139,799"
,BLDD8L9,BGSF Inc.,BGSF,<0.01%,Human Resource & Employment Services,US,---,"$3,808,790.36","308,654"
,B77D1Y1,Power REIT,PW,<0.01%,Specialized REITs,US,---,"$3,807,111.75","94,775"
,B835PW4,Performant Financial Corp.,PFMT,<0.01%,Diversified Support Services,US,---,"$3,804,708.75","1,014,589"
,B7ZN8B9,Galectin Therapeutics Inc.,GALT,<0.01%,Biotechnology,US,---,"$3,803,129.60","1,188,478"
,2962443,Severn Bancorp Inc.,SVBI,<0.01%,Thrifts & Mortgage Finance,US,---,"$3,799,872.30","319,317"
,2616977,NACCO Industries Inc.,NC,<0.01%,Coal & Consumable Fuels,US,---,"$3,770,644.08","144,802"
,BKSGM81,Ault Global Holdings Inc.,DPW,<0.01%,Electrical Components & Equipment,US,---,"$3,769,212.00","1,336,600"
,---,Torchlight Energy Resources Inc.,---,<0.01%,Oil & Gas Exploration & Production,---,---,"$3,768,072.48","3,488,956"
,BKV2L01,HireQuest Inc.,HQI,<0.01%,Human Resource & Employment Services,US,---,"$3,763,286.61","203,311"
,2863074,First Community Corp./SC,FCCO,<0.01%,Regional Banks,US,---,"$3,757,200.00","186,000"
,BDG08R7,Apollo Endosurgery Inc.,APEN,<0.01%,Health Care Equipment,US,---,"$3,737,299.50","461,395"
,B019C32,Franklin Financial Services Corp.,FRAF,<0.01%,Regional Banks,US,---,"$3,736,468.96","116,984"
,B57M9P1,Eagle Bancorp Montana Inc.,EBMT,<0.01%,Regional Banks,US,---,"$3,722,964.00","161,868"
,B1W52D6,FONAR Corp.,FONR,<0.01%,Health Care Equipment,US,---,"$3,720,596.88","210,441"
,2103781,Palatin Technologies Inc.,PTN,<0.01%,Biotechnology,US,---,"$3,709,375.23","6,080,943"
,B03DVM4,Manitex International Inc.,MNTX,<0.01%,Construction Machinery & Heavy Trucks,US,---,"$3,704,654.07","508,183"
,BP4WW00,Assembly Biosciences Inc.,ASMB,<0.01%,Biotechnology,US,---,"$3,696,006.52","952,579"
,B4603H9,Issuer Direct Corp.,ISDR,<0.01%,Application Software,US,---,"$3,695,886.48","136,279"
,BMZN2Y5,RumbleON Inc.,RMBL,<0.01%,Internet & Direct Marketing Retail,US,---,"$3,677,913.60","90,880"
,BMWC5G8,F-star Therapeutics Inc.,FSTX,<0.01%,Biotechnology,US,---,"$3,671,984.48","427,472"
,2060358,AstroNova Inc.,ALOT,<0.01%,"Technology Hardware, Storage & Periphera",US,---,"$3,670,258.56","263,668"
,2536440,Reading International Inc.,RDI,<0.01%,Movies & Entertainment,US,---,"$3,667,969.47","526,251"
,BK5VM34,Avinger Inc.,AVGR,<0.01%,Health Care Equipment,US,---,"$3,666,700.11","2,981,057"
,BVSSGV5,First Northwest Bancorp,FNWB,<0.01%,Regional Banks,US,---,"$3,665,808.90","208,878"
,BZB13V8,SecureWorks Corp.,SCWX,<0.01%,Systems Software,US,---,"$3,649,390.85","196,945"
,BMJJV08,Agile Therapeutics Inc.,AGRX,<0.01%,Pharmaceuticals,US,---,"$3,648,284.43","2,743,071"
,BYY97H6,Armstrong Flooring Inc.,AFI,<0.01%,Building Products,US,---,"$3,641,508.91","588,289"
,BLB3907,Tuesday Morning Corp.,TUEM,<0.01%,General Merchandise Stores,---,---,"$3,638,542.50","808,565"
,BMV2RJ6,BurgerFi International Inc.,BFI,<0.01%,Restaurants,US,---,"$3,624,520.00","362,452"
,BNDC2M9,NexImmune Inc.,NEXI,<0.01%,Biotechnology,US,---,"$3,623,856.00","222,050"
,B00L2N9,Intrusion Inc.,INTZ,<0.01%,Systems Software,US,---,"$3,613,074.83","234,463"
,BQQFDM3,BrainStorm Cell Therapeutics Inc.,BCLI,<0.01%,Biotechnology,US,---,"$3,612,751.20","950,724"
,BYZMG55,Tricida Inc.,TCDA,<0.01%,Pharmaceuticals,US,---,"$3,610,560.96","835,778"
,BJTHPR6,Satsuma Pharmaceuticals Inc.,STSA,<0.01%,Pharmaceuticals,US,---,"$3,605,475.75","511,415"
,BF7NLD6,Anixa Biosciences Inc.,ANIX,<0.01%,Biotechnology,US,---,"$3,597,450.64","927,178"
,BHS7YD2,Ocean Power Technologies Inc.,OPTT,<0.01%,Heavy Electrical Equipment,US,---,"$3,587,500.00","1,435,000"
,BHQXQ47,LMP Automotive Holdings Inc.,LMPX,<0.01%,Automotive Retail,US,---,"$3,578,500.00","210,500"
,BYZ1F99,Catalyst Biosciences Inc.,CBIO,<0.01%,Biotechnology,US,---,"$3,575,973.80","825,860"
,2504113,PCTEL Inc.,PCTI,<0.01%,Communications Equipment,US,---,"$3,569,160.50","544,910"
,B1GH465,Citizens Community Bancorp Inc./WI,CZWI,<0.01%,Regional Banks,US,---,"$3,562,272.00","260,400"
,BK5T9W6,Flux Power Holdings Inc.,FLUX,<0.01%,Electrical Components & Equipment,US,---,"$3,555,488.71","305,717"
,BJRFDF6,Paysign Inc.,PAYS,<0.01%,Data Processing & Outsourced Services,US,---,"$3,552,651.48","1,117,186"
,BYX38K9,NextDecade Corp.,NEXT,<0.01%,Oil & Gas Storage & Transportation,US,---,"$3,548,735.54","859,258"
,2323352,Milestone Scientific Inc.,MLSS,<0.01%,Health Care Equipment,US,---,"$3,544,895.20","1,446,896"
,BGL0JK3,Eton Pharmaceuticals Inc.,ETON,<0.01%,Pharmaceuticals,US,---,"$3,541,076.00","574,850"
,B038282,BankFinancial Corp.,BFIN,<0.01%,Regional Banks,US,---,"$3,522,444.64","307,906"
,BD1MRP9,California BanCorp,CALB,<0.01%,Regional Banks,US,---,"$3,511,785.20","187,796"
,BN4L2W5,Sio Gene Therapies Inc.,SIOX,<0.01%,Biotechnology,US,---,"$3,504,997.86","1,283,882"
,BMD1Z75,Bright Health Group Inc.,BHG,<0.01%,Life & Health Insurance,US,---,"$3,496,161.24","203,739"
,BL0CW06,New York City REIT Inc.,NYC,<0.01%,Diversified REITs,US,---,"$3,479,360.00","265,600"
,BFXGKR6,Aptinyx Inc.,APTX,<0.01%,Biotechnology,US,---,"$3,470,530.88","1,226,336"
,BD1KJP7,Luther Burbank Corp.,LBC,<0.01%,Thrifts & Mortgage Finance,US,---,"$3,461,471.46","291,861"
,BKVK2S0,Comstock Mining Inc.,LODE,<0.01%,Gold,US,---,"$3,460,914.60","953,420"
,BJHGB11,Cyclerion Therapeutics Inc.,CYCN,<0.01%,Biotechnology,US,---,"$3,456,464.70","886,273"
,B292PW7,United Insurance Holdings Corp.,UIHC,<0.01%,Property & Casualty Insurance,US,---,"$3,447,890.10","604,893"
,2624691,Natural Alternatives International Inc.,NAII,<0.01%,Personal Products,US,---,"$3,441,056.08","203,132"
,2528027,Huttig Building Products Inc.,HBP,<0.01%,Trading Companies & Distributors,US,---,"$3,431,730.50","593,725"
,BFFWHH1,Eloxx Pharmaceuticals Inc.,ELOX,<0.01%,Pharmaceuticals,US,---,"$3,431,118.20","1,724,180"
,BN2RM92,Rain Therapeutics Inc.,RAIN,<0.01%,Pharmaceuticals,US,---,"$3,405,886.26","219,169"
,B28FZ94,First Financial Northwest Inc.,FFNW,<0.01%,Regional Banks,US,---,"$3,397,357.20","224,248"
,2604217,Hawthorn Bancshares Inc.,HWBK,<0.01%,Regional Banks,US,---,"$3,386,803.19","147,701.84"
,BD8NPB7,FNCB Bancorp Inc.,FNCB,<0.01%,Regional Banks,US,---,"$3,382,200.29","465,227"
,BJM0G57,Tela Bio Inc.,TELA,<0.01%,Health Care Supplies,US,---,"$3,382,052.85","209,935"
,B01TPN3,Hill International Inc.,HIL,<0.01%,Research & Consulting Services,US,---,"$3,377,914.08","1,356,592"
,2006329,Acme United Corp.,ACU,<0.01%,Office Services & Supplies,US,---,"$3,377,603.44","75,799"
,BPVNJF0,Otonomy Inc.,OTIC,<0.01%,Pharmaceuticals,US,---,"$3,372,582.87","1,512,369"
,BDT5ZF6,Biglari Holdings Inc.,BH.A,<0.01%,Restaurants,US,---,"$3,372,291.00","4,329"
,BYMC5T5,Exterran Corp.,EXTN,<0.01%,Oil & Gas Equipment & Services,US,---,"$3,365,710.32","707,082"
,BJS9432,Concert Pharmaceuticals Inc.,CNCE,<0.01%,Biotechnology,US,---,"$3,362,512.88","796,804"
,BGMGBV5,Usio Inc.,USIO,<0.01%,Data Processing & Outsourced Services,US,---,"$3,361,913.60","525,299"
,2947774,Weyco Group Inc.,WEYS,<0.01%,Distributors,US,---,"$3,360,063.48","150,204"
,BGV8J85,Equillium Inc.,EQ,<0.01%,Biotechnology,US,---,"$3,359,850.37","570,433"
,2381543,Middlefield Banc Corp.,MBCN,<0.01%,Regional Banks,US,---,"$3,358,964.40","142,329"
,BHLNVN6,Super League Gaming Inc.,SLGG,<0.01%,Interactive Media & Services,US,---,"$3,358,147.87","623,033"
,BCHX834,Lipocine Inc.,LPCN,<0.01%,Pharmaceuticals,US,---,"$3,354,829.80","2,396,307"
,2966865,Rush Enterprises Inc.,RUSHB,<0.01%,Trading Companies & Distributors,US,---,"$3,337,707.68","87,512"
,BJKGJ92,Verb Technology Co. Inc.,VERB,<0.01%,Application Software,US,---,"$3,328,529.65","1,623,673"
,BLF0C50,Greenwich Lifesciences Inc.,GLSI,<0.01%,Biotechnology,US,---,"$3,311,089.32","73,678"
,BBXZ194,Advanced Emissions Solutions Inc.,ADES,<0.01%,Specialty Chemicals,US,---,"$3,311,054.76","446,836"
,BG5HXX1,Legacy Housing Corp.,LEGH,<0.01%,Homebuilding,US,---,"$3,304,670.57","195,427"
,2816551,Flotek Industries Inc.,FTK,<0.01%,Specialty Chemicals,US,---,"$3,304,182.36","1,909,932"
,BLF81Q8,Vislink Technologies Inc.,VISL,<0.01%,Communications Equipment,US,---,"$3,290,325.00","1,154,500"
,B82C9Z7,Natural Grocers by Vitamin Cottage Inc.,NGVC,<0.01%,Food Retail,US,---,"$3,284,356.44","305,806"
,2420736,First United Corp.,FUNC,<0.01%,Regional Banks,US,---,"$3,277,171.17","188,019"
,BJMYWL7,Target Hospitality Corp.,TH,<0.01%,"Hotels, Resorts & Cruise Lines",US,---,"$3,255,239.33","877,423"
,2761123,Core Molding Technologies Inc.,CMT,<0.01%,Commodity Chemicals,US,---,"$3,229,807.60","209,320"
,BN2S6Y8,Talaris Therapeutics Inc.,TALS,<0.01%,Biotechnology,US,---,"$3,229,611.19","219,851"
,2185154,CPS Technologies Corp.,CPSH,<0.01%,Electronic Components,US,---,"$3,229,584.65","336,065"
,BKPT5C8,CIM Commercial Trust Corp.,CMCT,<0.01%,Office REITs,US,---,"$3,227,522.15","360,617"
,BKLF274,Galera Therapeutics Inc.,GRTX,<0.01%,Biotechnology,US,---,"$3,225,920.93","328,171"
,BJTZQ88,ProSight Global Inc.,PROS,<0.01%,Property & Casualty Insurance,US,---,"$3,223,265.32","252,607"
,BN2RY85,AerSale Corp.,ASLE,<0.01%,Aerospace & Defense,US,---,"$3,222,156.00","258,600"
,2518783,Federal Agricultural Mortgage Corp.,AGM.A,<0.01%,Thrifts & Mortgage Finance,US,---,"$3,217,727.50","35,555"
,BJDS3Y8,SRAX Inc.,SRAX,<0.01%,Application Software,US,---,"$3,213,087.04","590,641"
,2676948,American River Bankshares,AMRB,<0.01%,Regional Banks,US,---,"$3,208,967.10","177,291"
,2386827,GAMCO Investors Inc.,GBL,<0.01%,Asset Management & Custody Banks,US,---,"$3,207,001.90","127,769"
,2893974,TransAct Technologies Inc.,TACT,<0.01%,"Technology Hardware, Storage & Periphera",US,---,"$3,203,387.49","233,313"
,BKDV6G7,Kura Sushi USA Inc.,KRUS,<0.01%,Restaurants,US,---,"$3,197,477.22","84,122"
,2452933,IEC Electronics Corp.,IEC,<0.01%,Electronic Manufacturing Services,US,---,"$3,196,637.52","304,152"
,BKKB9S3,Inpixon,INPX,<0.01%,IT Consulting & Other Services,US,---,"$3,182,751.00","2,720,300"
,BG3G1D6,GlycoMimetics Inc.,GLYC,<0.01%,Biotechnology,US,---,"$3,175,806.24","1,368,882"
,BMWXS28,Biodesix Inc.,BDSX,<0.01%,Health Care Services,US,---,"$3,174,561.15","240,315"
,2910099,USA Truck Inc.,USAK,<0.01%,Trucking,US,---,"$3,162,688.49","196,807"
,BLH1HZ6,Talis Biomedical Corp.,TLIS,<0.01%,Health Care Equipment,US,---,"$3,146,219.26","285,242"
,2737102,Marine Products Corp.,MPX,<0.01%,Leisure Products,US,---,"$3,144,217.04","203,641"
,BDBBW73,Everspin Technologies Inc.,MRAM,<0.01%,Semiconductors,US,---,"$3,127,796.34","486,438"
,B89MJ94,Geospace Technologies Corp.,GEOS,<0.01%,Oil & Gas Equipment & Services,US,---,"$3,112,983.46","384,794"
,BMDCQG4,Lument Finance Trust Inc.,LFT,<0.01%,Mortgage REITs,US,---,"$3,099,932.46","736,326"
,BMDJ0C9,Terns Pharmaceuticals Inc.,TERN,<0.01%,Pharmaceuticals,US,---,"$3,092,658.56","252,256"
,BJFD1T2,Five Star Senior Living Inc.,FVE,<0.01%,Health Care Facilities,US,---,"$3,091,207.68","536,668"
,2136055,Provident Financial Holdings Inc.,PROV,<0.01%,Thrifts & Mortgage Finance,US,---,"$3,087,288.82","178,766"
,BF43JD5,Celsion Corp.,CLSN,<0.01%,Biotechnology,US,---,"$3,082,340.80","2,427,040"
,BG5NTN1,Biolase Inc.,BIOL,<0.01%,Health Care Equipment,US,---,"$3,062,913.75","4,387,500"
,BFBFTS9,Fluent Inc.,FLNT,<0.01%,Advertising,US,---,"$3,058,922.93","1,044,001"
,BYZ2JT0,Optinose Inc.,OPTN,<0.01%,Pharmaceuticals,US,---,"$3,058,439.31","983,421"
,BMVLGY1,Inozyme Pharma Inc.,INZY,<0.01%,Biotechnology,US,---,"$3,055,629.84","179,321"
,2400619,Amtech Systems Inc.,ASYS,<0.01%,Semiconductor Equipment,US,---,"$3,049,112.72","316,298"
,BYX38M1,Alpine Immune Sciences Inc.,ALPN,<0.01%,Biotechnology,US,---,"$3,039,345.00","337,705"
,BMYGK29,Hycroft Mining Holding Corp.,HYMC,<0.01%,Gold,US,---,"$3,015,504.54","985,459"
,BK7Y2Z3,Capricor Therapeutics Inc.,CAPR,<0.01%,Biotechnology,US,---,"$3,012,336.00","587,200"
,BYP7GN8,Boxlight Corp.,BOXL,<0.01%,"Technology Hardware, Storage & Periphera",US,---,"$3,006,928.08","1,247,688"
,2730532,Hudson Technologies Inc.,HDSN,<0.01%,Trading Companies & Distributors,US,---,"$3,006,769.60","884,344"
,BGDFSM1,Travelzoo,TZOO,<0.01%,Interactive Media & Services,US,---,"$2,993,268.96","202,796"
,BMH5CR2,Aytu BioPharma Inc.,AYTU,<0.01%,Pharmaceuticals,US,---,"$2,981,481.06","595,106"
,BYPD5H3,Clipper Realty Inc.,CLPR,<0.01%,Residential REITs,US,---,"$2,976,794.10","405,006"
,BN4J3J3,Yumanity Therapeutics Inc.,YMTX,<0.01%,Biotechnology,US,---,"$2,951,224.60","253,324"
,BYSY8V8,Alkaline Water Co. Inc.,WTER,<0.01%,Soft Drinks,US,---,"$2,949,576.84","1,927,828"
,B032TT4,CB Financial Services Inc.,CBFV,<0.01%,Regional Banks,US,---,"$2,940,722.60","132,764"
,BKLTT19,Beyond Air Inc.,XAIR,<0.01%,Health Care Equipment,US,---,"$2,935,776.96","453,052"
,BD365C2,Sachem Capital Corp.,SACH,<0.01%,Mortgage REITs,US,---,"$2,932,955.60","548,216"
,2620503,Peoples Bancorp of North Carolina Inc.,PEBK,<0.01%,Regional Banks,US,---,"$2,917,825.20","113,094"
,BYVJ8J8,Liquidia Corp.,LQDA,<0.01%,Pharmaceuticals,US,---,"$2,916,756.70","1,019,845"
,BJL3CL5,NextCure Inc.,NXTC,<0.01%,Biotechnology,US,---,"$2,910,891.06","362,502"
,2669090,PAM Transportation Services Inc.,PTSI,<0.01%,Trucking,US,---,"$2,899,087.25","54,959"
,2031923,Union Bankshares Inc./Morrisville VT,UNB,<0.01%,Regional Banks,US,---,"$2,899,040.80","80,084"
,BYX2Z16,scPharmaceuticals Inc.,SCPH,<0.01%,Pharmaceuticals,US,---,"$2,894,423.09","473,719"
,B0H9B51,IsoRay Inc.,ISR,<0.01%,Biotechnology,US,---,"$2,877,274.48","3,606,059"
,BFN4JJ5,Orgenesis Inc.,ORGS,<0.01%,Biotechnology,US,---,"$2,870,679.63","566,209"
,BF5DYS4,Cocrystal Pharma Inc.,COCP,<0.01%,Pharmaceuticals,US,---,"$2,867,988.75","2,294,391"
,BD9X0X3,Caladrius Biosciences Inc.,CLBS,<0.01%,Biotechnology,US,---,"$2,855,892.06","1,773,846"
,BMH6CV9,PHX Minerals Inc.,PHX,<0.01%,Oil & Gas Exploration & Production,US,---,"$2,849,218.68","765,919"
,B1BQMW9,Park City Group Inc.,PCYG,<0.01%,Application Software,US,---,"$2,844,284.04","516,204"
,BJ028Z9,Genocea Biosciences Inc.,GNCA,<0.01%,Biotechnology,US,---,"$2,840,900.40","1,214,060"
,BNKBJY0,GreenBox POS,GBOX,<0.01%,Data Processing & Outsourced Services,US,---,"$2,840,533.00","238,100"
,2042163,Alpha Pro Tech Ltd.,APT,<0.01%,Building Products,US,---,"$2,839,095.31","331,283"
,BDFYV82,Elevate Credit Inc.,ELVT,<0.01%,Consumer Finance,US,---,"$2,831,256.33","793,069"
,BMBQGS0,Onconova Therapeutics Inc.,ONTX,<0.01%,Pharmaceuticals,US,---,"$2,828,950.74","408,218"
,B8CM9G8,ClearSign Technologies Corp.,CLIR,<0.01%,Electronic Equipment & Instruments,US,---,"$2,821,680.00","587,850"
,BKM8GV4,AIM ImmunoTech Inc.,AIM,<0.01%,Biotechnology,US,---,"$2,817,790.00","1,310,600"
,BKFVZS0,Velocity Financial Inc.,VEL,<0.01%,Thrifts & Mortgage Finance,US,---,"$2,813,122.70","225,230"
,2944281,Universal Stainless & Alloy Products Inc.,USAP,<0.01%,Steel,US,---,"$2,802,581.70","278,310"
,2288257,Salisbury Bancorp Inc.,SAL,<0.01%,Regional Banks,US,---,"$2,794,914.40","55,018"
,BDGGZR4,Aileron Therapeutics Inc.,ALRN,<0.01%,Biotechnology,US,---,"$2,787,707.50","2,230,166"
,BL1KDQ2,Battalion Oil Corp.,BATL,<0.01%,Oil & Gas Exploration & Production,US,---,"$2,776,815.00","207,225"
,BDD0V60,Perma-Pipe International Holdings Inc.,PPIH,<0.01%,Industrial Machinery,US,---,"$2,772,105.12","416,232"
,BMVWYW8,Protara Therapeutics Inc.,TARA,<0.01%,Biotechnology,US,---,"$2,767,134.00","284,100"
,2963305,Crexendo Inc.,CXDO,<0.01%,Internet Services & Infrastructure,US,---,"$2,763,143.63","452,233"
,BL1J6B5,Nexpoint Real Estate Finance Inc.,NREF,<0.01%,Mortgage REITs,US,---,"$2,755,391.00","131,900"
,B7GMCG8,First Guaranty Bancshares Inc.,FGBI,<0.01%,Regional Banks,US,---,"$2,744,926.80","140,910"
,B3K9319,Golden Minerals Co.,AUMN,<0.01%,Precious Metals & Minerals,US,---,"$2,743,990.87","4,466,858"
,2750024,Revlon Inc.,REV,<0.01%,Personal Products,US,---,"$2,735,407.92","213,038"
,BG7PR53,Williams Industrial Services Group Inc.,WLMS,<0.01%,Construction & Engineering,---,---,"$2,729,559.36","468,192"
,2910668,United States Antimony Corp.,UAMY,<0.01%,Diversified Metals & Mining,US,---,"$2,727,514.78","2,761,481"
,BD6JFC8,AudioEye Inc.,AEYE,<0.01%,Application Software,US,---,"$2,724,429.35","162,265"
,BWTVW67,Cidara Therapeutics Inc.,CDTX,<0.01%,Biotechnology,US,---,"$2,697,835.24","1,335,562"
,B197DL0,Summit State Bank,SSBI,<0.01%,Regional Banks,US,---,"$2,691,683.40","173,210"
,2909064,Ultralife Corp.,ULBI,<0.01%,Electrical Components & Equipment,US,---,"$2,686,871.02","320,629"
,B00SMG3,GSI Technology Inc.,GSIT,<0.01%,Semiconductors,US,---,"$2,686,393.72","478,006"
,BFNYRJ1,Prudential Bancorp Inc.,PBIP,<0.01%,Thrifts & Mortgage Finance,US,---,"$2,686,152.10","193,946"
,2704292,Pro-Dex Inc.,PDEX,<0.01%,Health Care Equipment,US,---,"$2,684,176.48","87,833"
,BL5C4W7,Exela Technologies Inc.,XELA,<0.01%,Data Processing & Outsourced Services,US,---,"$2,682,650.72","1,122,448"
,BNB7PK5,Minerva Neurosciences Inc.,NERV,<0.01%,Biotechnology,US,---,"$2,681,314.48","1,155,739"
,BZ4BVL1,CorEnergy Infrastructure Trust Inc.,CORR,<0.01%,Specialized REITs,US,---,"$2,667,217.86","402,903"
